film_id,title,actor_id,first_name_clean,last_name_clean,actor_full_name
473,"JACKET FRISCO",33,milla,peck,"milla peck"
489,"JUGGLER HARDLY",33,milla,peck,"milla peck"
574,"MIDNIGHT WESTWARD",33,milla,peck,"milla peck"
618,"NECKLACE OUTBREAK",33,milla,peck,"milla peck"
667,"PEACH INNOCENT",33,milla,peck,"milla peck"
694,"PREJUDICE OLEANDER",33,milla,peck,"milla peck"
712,"RAIDERS ANTITRUST",33,milla,peck,"milla peck"
735,"ROBBERS JOON",33,milla,peck,"milla peck"
737,"ROCK INSTINCT",33,milla,peck,"milla peck"
754,"RUSHMORE MERMAID",33,milla,peck,"milla peck"
775,"SEATTLE EXPECATIONS",33,milla,peck,"milla peck"
878,"TEEN APOLLO",33,milla,peck,"milla peck"
881,"TEMPLE ATTRACTION",33,milla,peck,"milla peck"
965,"WATERSHIP FRONTIER",33,milla,peck,"milla peck"
972,"WHISPERER GIANT",33,milla,peck,"milla peck"
993,"WRONG BEHAVIOR",33,milla,peck,"milla peck"
43,"ATLANTIS CAUSE",34,audrey,olivier,"audrey olivier"
90,"BOULEVARD MOB",34,audrey,olivier,"audrey olivier"
119,"CAPER MOTIONS",34,audrey,olivier,"audrey olivier"
125,"CASSIDY WYOMING",34,audrey,olivier,"audrey olivier"
172,"CONEHEADS SMOOCHY",34,audrey,olivier,"audrey olivier"
182,"CONTROL ANTHEM",34,audrey,olivier,"audrey olivier"
244,"DORADO NOTTING",34,audrey,olivier,"audrey olivier"
336,"FRENCH HOLIDAY",34,audrey,olivier,"audrey olivier"
389,"GUNFIGHTER MUSSOLINI",34,audrey,olivier,"audrey olivier"
393,"HALLOWEEN NUTS",34,audrey,olivier,"audrey olivier"
438,"HUMAN GRAFFITI",34,audrey,olivier,"audrey olivier"
493,"KANE EXORCIST",34,audrey,olivier,"audrey olivier"
502,"KNOCK WARLOCK",34,audrey,olivier,"audrey olivier"
525,"LOATHING LEGALLY",34,audrey,olivier,"audrey olivier"
668,"PEAK FOREVER",34,audrey,olivier,"audrey olivier"
720,"REDEMPTION COMFORTS",34,audrey,olivier,"audrey olivier"
779,"SENSE GREEK",34,audrey,olivier,"audrey olivier"
788,"SHIP WONDERLAND",34,audrey,olivier,"audrey olivier"
794,"SIDE ARK",34,audrey,olivier,"audrey olivier"
836,"SQUAD FISH",34,audrey,olivier,"audrey olivier"
846,"STING PERSONAL",34,audrey,olivier,"audrey olivier"
853,"STRANGER STRANGERS",34,audrey,olivier,"audrey olivier"
929,"USUAL UNTOUCHABLES",34,audrey,olivier,"audrey olivier"
950,"VOLUME HOUSE",34,audrey,olivier,"audrey olivier"
971,"WHALE BIKINI",34,audrey,olivier,"audrey olivier"
10,"ALADDIN CALENDAR",35,judy,dean,"judy dean"
35,"ARACHNOPHOBIA ROLLERCOASTER",35,judy,dean,"judy dean"
52,"BALLROOM MOCKINGBIRD",35,judy,dean,"judy dean"
201,"CYCLONE FAMILY",35,judy,dean,"judy dean"
256,"DROP WATERFRONT",35,judy,dean,"judy dean"
389,"GUNFIGHTER MUSSOLINI",35,judy,dean,"judy dean"
589,"MODERN DORADO",35,judy,dean,"judy dean"
612,"MUSSOLINI SPOILERS",35,judy,dean,"judy dean"
615,"NASH CHOCOLAT",35,judy,dean,"judy dean"
707,"QUEST MUSSOLINI",35,judy,dean,"judy dean"
732,"RINGS HEARTBREAKERS",35,judy,dean,"judy dean"
738,"ROCKETEER MOTHER",35,judy,dean,"judy dean"
748,"RUGRATS SHAKESPEARE",35,judy,dean,"judy dean"
817,"SOLDIERS EVOLUTION",35,judy,dean,"judy dean"
914,"TROUBLE DATE",35,judy,dean,"judy dean"
15,"ALIEN CENTER",36,burt,dukakis,"burt dukakis"
81,"BLINDNESS GUN",36,burt,dukakis,"burt dukakis"
171,"COMMANDMENTS EXPRESS",36,burt,dukakis,"burt dukakis"
231,"DINOSAUR SECRETARY",36,burt,dukakis,"burt dukakis"
245,"DOUBLE WRATH",36,burt,dukakis,"burt dukakis"
283,"ENDING CROWDS",36,burt,dukakis,"burt dukakis"
380,"GREEK EVERYONE",36,burt,dukakis,"burt dukakis"
381,"GRINCH MASSAGE",36,burt,dukakis,"burt dukakis"
387,"GUN BONNIE",36,burt,dukakis,"burt dukakis"
390,"GUYS FALCON",36,burt,dukakis,"burt dukakis"
410,"HEAVEN FREEDOM",36,burt,dukakis,"burt dukakis"
426,"HOME PITY",36,burt,dukakis,"burt dukakis"
427,"HOMEWARD CIDER",36,burt,dukakis,"burt dukakis"
453,"IMAGE PRINCESS",36,burt,dukakis,"burt dukakis"
466,"INTOLERABLE INTENTIONS",36,burt,dukakis,"burt dukakis"
484,"JERK PAYCHECK",36,burt,dukakis,"burt dukakis"
493,"KANE EXORCIST",36,burt,dukakis,"burt dukakis"
499,"KING EVOLUTION",36,burt,dukakis,"burt dukakis"
569,"MENAGERIE RUSHMORE",36,burt,dukakis,"burt dukakis"
590,"MONEY HAROLD",36,burt,dukakis,"burt dukakis"
600,"MOTIONS DETAILS",36,burt,dukakis,"burt dukakis"
714,"RANDOM GO",36,burt,dukakis,"burt dukakis"
715,"RANGE MOONWALKER",36,burt,dukakis,"burt dukakis"
716,"REAP UNFAITHFUL",36,burt,dukakis,"burt dukakis"
731,"RIGHT CRANES",36,burt,dukakis,"burt dukakis"
875,"TALENTED HOMICIDE",36,burt,dukakis,"burt dukakis"
915,"TRUMAN CRAZY",36,burt,dukakis,"burt dukakis"
931,"VALENTINE VANISHING",36,burt,dukakis,"burt dukakis"
956,"WANDA CHAMBER",36,burt,dukakis,"burt dukakis"
10,"ALADDIN CALENDAR",37,val,bolger,"val bolger"
12,"ALASKA PHANTOM",37,val,bolger,"val bolger"
19,"AMADEUS HOLY",37,val,bolger,"val bolger"
118,"CANYON STOCK",37,val,bolger,"val bolger"
119,"CAPER MOTIONS",37,val,bolger,"val bolger"
122,"CARRIE BUNCH",37,val,bolger,"val bolger"
146,"CHITTY LOCK",37,val,bolger,"val bolger"
204,"DALMATIONS SWEDEN",37,val,bolger,"val bolger"
253,"DRIFTER COMMANDMENTS",37,val,bolger,"val bolger"
260,"DUDE BLINDNESS",37,val,bolger,"val bolger"
277,"ELEPHANT TROJAN",37,val,bolger,"val bolger"
317,"FIREBALL PHILADELPHIA",37,val,bolger,"val bolger"
467,"INTRIGUE WORST",37,val,bolger,"val bolger"
477,"JAWBREAKER BROOKLYN",37,val,bolger,"val bolger"
485,"JERSEY SASSY",37,val,bolger,"val bolger"
508,"LAMBS CINCINATTI",37,val,bolger,"val bolger"
529,"LONELY ELEPHANT",37,val,bolger,"val bolger"
553,"MAKER GABLES",37,val,bolger,"val bolger"
555,"MALLRATS UNITED",37,val,bolger,"val bolger"
572,"METROPOLIS COMA",37,val,bolger,"val bolger"
588,"MODEL FISH",37,val,bolger,"val bolger"
662,"PATHS CONTROL",37,val,bolger,"val bolger"
663,"PATIENT SISTER",37,val,bolger,"val bolger"
694,"PREJUDICE OLEANDER",37,val,bolger,"val bolger"
697,"PRIMARY GLASS",37,val,bolger,"val bolger"
785,"SHAWSHANK BUBBLE",37,val,bolger,"val bolger"
839,"STALLION SUNDANCE",37,val,bolger,"val bolger"
840,"STAMPEDE DISTURBING",37,val,bolger,"val bolger"
853,"STRANGER STRANGERS",37,val,bolger,"val bolger"
900,"TOWN ARK",37,val,bolger,"val bolger"
925,"UNITED PILOT",37,val,bolger,"val bolger"
963,"WATCH TRACY",37,val,bolger,"val bolger"
966,"WEDDING APOLLO",37,val,bolger,"val bolger"
989,"WORKING MICROCOSMOS",37,val,bolger,"val bolger"
997,"YOUTH KICK",37,val,bolger,"val bolger"
24,"ANALYZE HOOSIERS",38,tom,mckellen,"tom mckellen"
111,"CADDYSHACK JEDI",38,tom,mckellen,"tom mckellen"
160,"CLUB GRAFFITI",38,tom,mckellen,"tom mckellen"
176,"CONGENIALITY QUEST",38,tom,mckellen,"tom mckellen"
223,"DESIRE ALIEN",38,tom,mckellen,"tom mckellen"
241,"DONNIE ALLEY",38,tom,mckellen,"tom mckellen"
274,"EGG IGBY",38,tom,mckellen,"tom mckellen"
335,"FREEDOM CLEOPATRA",38,tom,mckellen,"tom mckellen"
338,"FRISCO FORREST",38,tom,mckellen,"tom mckellen"
353,"GENTLEMEN STAGE",38,tom,mckellen,"tom mckellen"
448,"IDAHO LOVE",38,tom,mckellen,"tom mckellen"
450,"IDOLS SNATCHERS",38,tom,mckellen,"tom mckellen"
458,"INDIAN LOVE",38,tom,mckellen,"tom mckellen"
501,"KISSING DOLLS",38,tom,mckellen,"tom mckellen"
516,"LEGEND JEDI",38,tom,mckellen,"tom mckellen"
547,"MAGIC MALLRATS",38,tom,mckellen,"tom mckellen"
583,"MISSION ZOOLANDER",38,tom,mckellen,"tom mckellen"
618,"NECKLACE OUTBREAK",38,tom,mckellen,"tom mckellen"
619,"NEIGHBORS CHARADE",38,tom,mckellen,"tom mckellen"
705,"PURPLE MOVIE",38,tom,mckellen,"tom mckellen"
793,"SHRUNK DIVINE",38,tom,mckellen,"tom mckellen"
827,"SPICE SORORITY",38,tom,mckellen,"tom mckellen"
839,"STALLION SUNDANCE",38,tom,mckellen,"tom mckellen"
853,"STRANGER STRANGERS",38,tom,mckellen,"tom mckellen"
876,"TARZAN VIDEOTAPE",38,tom,mckellen,"tom mckellen"
71,"BILKO ANONYMOUS",39,goldie,brody,"goldie brody"
73,"BINGO TALENTED",39,goldie,brody,"goldie brody"
168,"COMANCHEROS ENEMY",39,goldie,brody,"goldie brody"
203,"DAISY MENAGERIE",39,goldie,brody,"goldie brody"
222,"DESERT POSEIDON",39,goldie,brody,"goldie brody"
290,"EVERYONE CRAFT",39,goldie,brody,"goldie brody"
293,"EXORCIST STING",39,goldie,brody,"goldie brody"
